Date,Open,High,Low,Close,Volume
2018-01-22,418.7610151096373,430.3785342098395,415.2271791983068,429.1416931152344,45700733
2018-01-23,430.6877354766296,437.73332086860324,430.6877354766296,434.3320007324219,22526810
2018-01-24,433.6694316398229,433.6694316398229,425.23237357649236,426.8667907714844,14289485
2018-01-25,427.5514361058626,429.3625405987675,422.36109724488693,426.6679992675781,13669901
2018-01-29,426.8005419119207,431.70373462478835,423.75259616454235,426.0495910644531,9897064
2018-01-30,426.6238682256018,426.6238682256018,419.2027621766119,419.8211975097656,9182956
2018-01-31,419.6445118110791,426.0496064501861,415.9118728485194,424.6360778808594,12551686
2018-02-01,425.4974911941852,429.6276476049763,413.72533939629204,416.9278869628906,16524809
2018-02-02,413.0185154741004,416.9720135440018,397.9996753776233,399.4794616699219,28965593
2018-02-05,394.9075357718175,403.0795625259468,389.51842355475804,398.50762939453125,19191099
2018-02-06,387.39814223714365,396.6744951650226,384.74774304894396,394.0682678222656,24062503
2018-02-07,398.6843516745189,399.9432786891704,393.14060844620684,395.084228515625,15532284
2018-02-08,396.63032336191645,402.2623810925237,394.17869747794714,399.56781005859375,13825894
2018-02-09,392.6988892789931,398.4413763031294,391.37367501501336,396.60821533203125,11580639
2018-02-12,398.8830966929357,405.59739328659913,398.4634347263257,404.40472412109375,11877059
2018-02-14,407.7177314304644,416.33150625485683,406.83426507766427,412.42218017578125,22247829
2018-02-15,414.18913045278,417.76713837184013,409.9926577271469,413.3056640625,13363743
2018-02-16,415.0504503430303,416.37566457278876,405.5532389615524,406.966796875,9628162
2018-02-19,406.8342810135634,411.6933314006896,403.54339009870563,409.48468017578125,8941900
2018-02-20,410.36814215344265,410.6110872983851,405.86249606202347,406.8784484863281,8458450
2018-02-21,410.80982204065396,411.9141475375905,407.3422441084825,410.522705078125,11917390
2018-02-22,407.27598865425296,411.25157226062186,406.39252235425874,408.3140563964844,11196908
2018-02-23,408.777899129094,414.34372849582064,407.60731575496516,412.6872253417969,10610664
2018-02-26,414.7854391158514,417.39166637087266,413.72528537370306,414.6529235839844,8435611
2018-02-27,414.785446859512,422.2065231930949,414.49832986843995,419.8653564453125,14021366
2018-02-28,417.8554312227402,422.7807387941539,416.6406761416063,421.6543273925781,56650480
2018-03-01,419.53403244723427,424.017592265509,417.8554435118435,418.93768310546875,8956590
2018-03-05,416.5523579250889,419.71073312398624,407.0993182496366,408.2036437988281,12325694
2018-03-06,410.36810239425415,413.5485633542669,399.81073770113363,402.3506774902344,16019726
2018-03-07,401.6438960610846,401.6438960610846,392.27920060030743,393.0301513671875,15853546
2018-03-08,396.5198916749418,403.963084045125,394.59838677792203,402.61578369140625,13283967
2018-03-09,404.1396965875809,406.1054024562447,402.4390217608376,403.3445739746094,10638527
2018-03-12,406.392564802586,412.17925345401096,405.31032510667376,410.9423828125,8315150
2018-03-13,411.64906956025453,413.4601737841293,406.98882298171577,411.6269836425781,11148731
2018-03-14,410.27976815072793,411.71538247925685,406.0391534398378,410.39019775390625,14724464
2018-03-15,408.60121571667827,410.5669218033103,401.9752620106834,402.7703552246094,12711836
2018-03-16,401.53351623740934,401.8427486428174,391.3958123202465,397.5800476074219,30814962
2018-03-19,397.99960891671765,400.6058063066893,394.02402558822445,395.5700988769531,12630833
2018-03-20,394.5982888645123,399.324793430199,391.8374605565947,393.0522155761719,15192983
2018-03-21,395.2829549173959,398.59593121612056,394.59829143106185,396.1885070800781,14715126
2018-03-22,395.7909938358825,402.8366089726244,395.6805642320225,401.15802001953125,22129723
2018-03-23,393.40564299413484,397.55791422821034,392.7430653422368,394.8633728027344,23469999
2018-03-26,394.88544805847977,399.4573516819354,394.2449268584004,398.0438232421875,13227705
2018-03-27,400.7384083677235,402.3065383113062,396.2327328598373,397.4695739746094,15179544
2018-03-28,395.70270458655745,395.72479051036765,388.7233462520352,389.916015625,19160609
2018-04-02,394.46578098920827,397.9775603530314,391.59455230442575,394.4436950683594,12494499
2018-04-03,393.5823498776638,398.30885495689813,391.04238048147505,397.359130859375,13922126
2018-04-04,399.6340119079035,402.7703009574615,394.04612680462947,395.3050537109375,14214534
2018-04-05,399.8107581409622,401.97523739854904,399.103979173534,401.18011474609375,8527915
2018-04-06,401.09174647097007,405.7299075993826,399.76656178959644,402.41693115234375,9664888
2018-04-09,403.1016218820848,405.9507939950901,403.1016218820848,404.6255798339844,7813897
2018-04-10,405.68576690463857,408.11530674208717,403.8084340815711,405.0894470214844,8455132
2018-04-11,407.1876635429491,412.0245982623731,404.6476941287281,411.1853332519531,13140816
2018-04-12,410.7436024323613,413.7473763194558,408.2478342441375,410.2356262207031,10822592
2018-04-13,412.0024900903959,415.9780736633673,410.2355869924607,414.7191467285156,12616816
2018-04-16,412.775544364944,415.22717006588465,410.1472607826156,413.9240417480469,8934275
2018-04-17,415.2271898371154,418.407651084965,413.4602570925726,417.1045227050781,9599816
2018-04-18,417.546266621617,418.84936550176684,413.0405911150599,414.3437194824219,7360987
2018-04-19,414.82960609806076,417.4358333225374,413.0185015426797,416.2431640625,9802587
2018-04-20,414.3436748125996,416.0443201038607,406.922599439,409.8821716308594,7326696
2018-04-23,410.80989726059335,417.148734440335,410.1473195334383,413.4602966308594,7674482
2018-04-24,413.3718910099758,430.9969571946898,413.01848678788514,428.50115966796875,19921115
2018-04-25,430.09142425772006,433.6915179925618,425.6299500807275,428.6999816894531,14079382
2018-04-26,429.80427844351203,436.43023149879895,425.0556581128426,430.84234619140625,34096999
2018-04-27,437.22539081014816,446.59008724744325,435.32594251849457,440.0966491699219,25518647
2018-04-30,433.7798710455857,438.46220422459254,424.06177097879834,425.5195007324219,19406069
2018-05-02,427.15393027392486,432.54304293757036,426.2925497872214,429.67181396484375,13381914
2018-05-03,431.96880242584024,431.96880242584024,423.73051734951315,424.7685852050781,8634812
2018-05-04,425.3207259013143,426.1379345154058,419.64449642179534,421.38934326171875,8302649
2018-05-07,423.5538109832315,429.91473336789875,422.44948540897167,428.92083740234375,7683268
2018-05-08,431.79210889831376,433.779900890228,426.358795060568,427.1980895996094,10792648
2018-05-09,426.66801315469206,434.7958387419284,425.0556818979233,431.4386901855469,9831044
2018-05-10,432.89638175647445,434.92834534562013,430.3564125264377,433.40435791015625,8781584
2018-05-11,433.44855655160154,437.88794463972954,431.902512588023,436.982421875,8774740
2018-05-14,438.17508005448985,438.17508005448985,431.43866788109705,435.8117980957031,5642499
2018-05-15,434.24369122395944,441.73102509162663,431.41660478439,432.4325866699219,10501479
2018-05-16,430.2459934161951,430.2459934161951,420.7266963976513,422.361083984375,18840763
2018-05-17,423.7746893923712,424.06180638800646,415.88977907606545,417.5904541015625,10353948
2018-05-18,417.70086764500707,421.19053176549426,411.69331996725697,412.5105285644531,11440117
2018-05-21,411.1411274132582,413.32769241823775,407.32014539081456,411.4061584472656,14491208
